table_name,key_column,src_id,trg_id,reconciliation_status
s1_sales,client_id+channel_id+product_id+purchase_date,296|154|25|12-OCT-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,298|40|25|27-JUN-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,3|90|24|08-NOV-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,308|104|26|30-JUN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,308|9|21|01-JUN-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,309|19|43|21-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,312|154|6|24-MAR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,313|27|49|17-FEB-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,321|66|32|29-APR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,325|29|37|26-MAR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,329|154|26|03-MAR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,329|36|18|10-OCT-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,332|69|11|08-OCT-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,335|74|33|21-DEC-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,338|115|43|23-DEC-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,339|142|25|24-OCT-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,340|1|13|20-AUG-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,342|123|8|09-NOV-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,344|145|11|15-AUG-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,350|26|28|14-DEC-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,351|7|2|20-JUL-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,351|83|1|26-JUN-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,353|30|5|08-AUG-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,358|59|42|30-MAY-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,365|150|43|03-OCT-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,366|28|4|28-NOV-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,371|132|9|03-JAN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,376|54|2|05-FEB-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,378|2|23|20-MAR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,38|47|16|15-FEB-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,387|15|38|12-MAY-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,389|16|32|10-DEC-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,389|45|6|19-DEC-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,390|119|39|02-NOV-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,398|116|24|10-NOV-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,4|68|41|06-DEC-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,409|146|26|08-JAN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,41|44|14|28-NOV-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,410|24|30|18-JUN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,410|78|44|06-JUN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,412|99|41|08-JUL-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,413|19|29|24-OCT-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,418|71|18|06-APR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,422|82|19|14-AUG-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,423|128|30|15-JUL-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,424|109|27|23-NOV-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,434|8|46|24-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,435|114|38|05-JAN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,442|84|17|03-MAY-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,446|51|23|09-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,451|116|42|30-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,454|137|40|25-JUN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,458|133|9|13-OCT-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,458|78|23|06-MAR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,460|50|46|07-FEB-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,463|146|5|08-AUG-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,464|39|26|24-JAN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,468|110|31|21-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,469|138|15|05-FEB-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,47|74|2|20-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,473|121|35|27-DEC-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,484|46|39|26-DEC-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,484|71|37|25-JUL-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,504|61|27|19-SEP-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,510|148|30|25-MAY-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,518|131|44|22-MAR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,519|115|37|24-JUL-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,519|75|5|26-FEB-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,520|116|50|01-DEC-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,524|53|30|15-APR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,53|2|5|16-MAR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,531|132|15|05-OCT-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,532|55|11|25-MAR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,532|57|4|27-DEC-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,544|17|45|07-JUN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,546|79|33|31-OCT-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,555|31|13|30-APR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,561|21|24|06-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,563|152|5|08-APR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,566|58|35|20-APR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,569|40|44|12-MAY-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,570|37|16|11-FEB-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,575|78|12|10-AUG-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,576|55|43|10-OCT-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,577|88|10|01-JUL-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,58|41|32|17-OCT-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,581|125|42|21-FEB-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,582|18|28|18-DEC-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,592|125|13|12-FEB-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,592|3|45|28-JUL-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,594|141|9|25-FEB-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,595|47|16|24-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,595|94|40|30-DEC-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,596|73|17|22-FEB-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,6|48|30|16-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,60|25|20|09-MAY-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,602|131|28|15-JAN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,604|17|6|07-OCT-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,605|40|34|07-FEB-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,610|28|29|27-MAY-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,612|138|7|31-JUL-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,612|15|34|02-APR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,615|13|43|18-MAR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,615|67|40|25-OCT-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,616|10|11|29-JUN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,629|153|26|01-DEC-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,630|100|10|25-MAR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,635|36|19|24-AUG-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,637|112|38|13-JAN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,639|48|39|30-APR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,649|92|22|16-MAR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,658|107|30|17-OCT-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,66|136|38|08-SEP-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,661|2|42|12-MAY-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,662|14|46|18-APR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,667|132|49|15-OCT-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,667|59|15|02-MAR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,67|17|6|22-FEB-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,670|21|47|22-NOV-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,672|143|7|13-OCT-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,673|116|18|23-DEC-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,674|27|10|29-APR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,676|119|17|14-FEB-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,681|115|38|23-APR-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,681|123|14|13-DEC-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,692|79|26|30-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,696|52|46|08-MAY-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,71|117|47|22-MAY-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,8|119|28|19-MAR-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,87|26|9|18-JAN-06,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,91|23|25|06-SEP-05,,Only in source
s1_sales,client_id+channel_id+product_id+purchase_date,93|76|26|11-DEC-06,,Only in source
s2_client_sales,client_id+channel_id+product_id+sold_date,cl10|ch18|pr118|05-SEP-11,,Only in source
s2_client_sales,client_id+channel_id+product_id+sold_date,cl27|ch26|pr85|29-MAR-10,,Only in source
s2_client_sales,client_id+channel_id+product_id+sold_date,cl42|ch8|pr105|29-SEP-10,,Only in source
s2_client_sales,client_id+channel_id+product_id+sold_date,cl49|ch11|pr95|16-JUN-10,,Only in source
s2_client_sales,client_id+channel_id+product_id+sold_date,cl65|ch4|pr111|14-NOV-12,,Only in source
s2_locations,location_id,,19,Only in target
s2_locations,location_id,38,,Only in source
s2_locations,location_id,39,,Only in source
s2_locations,location_id,40,,Only in source
s2_locations,location_id,40,,Only in source
